model_key,relation_key,metric,candidate_source,query_mode,n_train,n_test_total,n_test_covered,coverage,num_candidates,hits@1,hits@10,mrr,mean_rank,median_rank,direction_norm
gemma_7b_it,adj_antonym,cosine,train,affine_full,75,25,2,0.08,72,0.5,0.5,0.5086206896551724,29.5,58.0,38.486019134521484
gemma_7b_it,adj_comparative,cosine,train,affine_full,51,17,3,0.17647058823529413,43,1.0,1.0,1.0,1.0,1.0,32.5128288269043
gemma_7b_it,adj_superlative,cosine,train,affine_full,60,20,1,0.05,60,1.0,1.0,1.0,1.0,1.0,34.06837844848633
gemma_7b_it,company_ceo,cosine,train,affine_full,223,75,6,0.08,220,0.6666666666666666,1.0,0.725,3.0,1.0,18.236766815185547
gemma_7b_it,company_hq,cosine,train,affine_full,505,169,146,0.863905325443787,141,0.2876712328767123,0.6712328767123288,0.4125117326997657,16.828767123287673,4.0,33.673336029052734
gemma_7b_it,landmark_in_country,cosine,train,affine_full,627,209,197,0.9425837320574163,79,0.4873096446700508,0.7969543147208121,0.5861765857109614,9.48223350253807,2.0,44.4102897644043
gemma_7b_it,landmark_on_continent,cosine,train,affine_full,710,237,237,1.0,5,0.9367088607594937,1.0,0.9609704641350212,1.1181434599156117,1.0,38.043724060058594
gemma_7b_it,object_superclass,cosine,train,affine_full,57,19,18,0.9473684210526315,9,0.5555555555555556,1.0,0.7314814814814815,1.9444444444444444,1.0,44.099483489990234
gemma_7b_it,occupation_age,cosine,train,affine_full,33,12,12,1.0,2,0.5833333333333334,1.0,0.7916666666666666,1.4166666666666667,1.0,43.471458435058594
gemma_7b_it,person_father,cosine,train,affine_full,743,248,6,0.024193548387096774,727,1.0,1.0,1.0,1.0,1.0,25.215166091918945
gemma_7b_it,person_mother,cosine,train,affine_full,745,249,16,0.0642570281124498,729,0.6875,1.0,0.7999999999999999,2.0,1.0,22.030179977416992
gemma_7b_it,person_native_language,cosine,train,affine_full,689,230,225,0.9782608695652174,27,0.8311111111111111,0.9822222222222222,0.8905506116337543,1.64,1.0,44.724544525146484
gemma_7b_it,person_occupation,cosine,train,affine_full,615,206,204,0.9902912621359223,29,0.30392156862745096,0.8333333333333334,0.4566684184967118,5.779411764705882,3.0,43.50857925415039
gemma_7b_it,person_plays_instrument,cosine,train,affine_full,384,129,129,1.0,6,0.4263565891472868,1.0,0.6523255813953488,1.9922480620155039,2.0,42.36960220336914
gemma_7b_it,person_plays_position_in_sport,cosine,train,affine_full,714,238,237,0.9957983193277311,13,0.5232067510548524,0.9367088607594937,0.6536056770233984,3.0632911392405062,1.0,34.94256591796875
gemma_7b_it,person_plays_pro_sport,cosine,train,affine_full,238,80,80,1.0,5,0.8375,1.0,0.9025000000000001,1.275,1.0,43.29558181762695
gemma_7b_it,person_university,cosine,train,affine_full,68,23,5,0.21739130434782608,52,0.0,0.8,0.1960144927536232,13.0,4.0,27.718868255615234
gemma_7b_it,pokemon_evolutions,cosine,train,affine_full,33,11,0,0.0,33,nan,nan,nan,nan,nan,26.39432144165039
gemma_7b_it,product_by_company,cosine,train,affine_full,391,131,129,0.9847328244274809,28,0.7751937984496124,0.9534883720930233,0.842344691545498,2.2790697674418605,1.0,34.755859375
gemma_7b_it,star_constellation,cosine,train,affine_full,271,91,87,0.9560439560439561,28,0.8275862068965517,0.896551724137931,0.8554215999769541,2.839080459770115,1.0,35.99850845336914
gemma_7b_it,substance_phase,cosine,train,affine_full,37,13,13,1.0,3,0.8461538461538461,1.0,0.9230769230769231,1.1538461538461537,1.0,44.08469009399414
gemma_7b_it,superhero_archnemesis,cosine,train,affine_full,72,24,3,0.125,69,0.3333333333333333,1.0,0.611111111111111,2.0,2.0,24.871849060058594
gemma_7b_it,superhero_person,cosine,train,affine_full,75,25,0,0.0,75,nan,nan,nan,nan,nan,26.719717025756836
gemma_7b_it,task_done_by_tool,cosine,train,affine_full,39,13,0,0.0,38,nan,nan,nan,nan,nan,34.48378372192383
gemma_7b_it,verb_past_tense,cosine,train,affine_full,57,19,0,0.0,57,nan,nan,nan,nan,nan,38.55455780029297
gemma_7b_it,word_first_letter,cosine,train,affine_full,180,61,61,1.0,25,0.9016393442622951,0.9836065573770492,0.929417122040073,1.5737704918032787,1.0,40.63949203491211
gemma_7b_it,word_last_letter,cosine,train,affine_full,180,61,61,1.0,18,0.7213114754098361,1.0,0.8173497267759563,1.721311475409836,1.0,41.93606948852539
gemma_7b_it,word_sentiment,cosine,train,affine_full,45,15,15,1.0,3,0.8,1.0,0.9,1.2,1.0,47.03191375732422
