model_key,relation_key,n_total,n_train,n_test,core_q,thr_train_delta,delta_mean_test,delta_mean_test_core,delta_mean_test_periphery,core_frac_test,gap_core_minus_periphery,gap_core_minus_all,pos_share_core
qwen2_5_7b_instruct,name_birthplace,31,23,8,0.3,0.6792444229125977,0.6556026041507721,0.6843136548995972,0.6515010254723685,0.125,0.03281262942722862,0.028711050748825073,0.13047417188534807
qwen2_5_7b_instruct,name_religion,31,23,8,0.3,0.6789392471313477,0.6365056782960892,0.6855193376541138,0.6295037269592285,0.125,0.056015610694885254,0.0490136593580246,0.13462553458463108
qwen2_5_7b_instruct,object_superclass,76,57,19,0.3,0.6290843605995178,0.6114998773524636,0.6569556519389153,0.5784411321986805,0.42105263157894735,0.07851451974023471,0.04545577458645167,0.45235153157701424
qwen2_5_7b_instruct,occupation_age,45,33,12,0.3,0.6306010961532593,0.581356093287468,0.6459874212741852,0.5684298276901245,0.16666666666666666,0.07755759358406067,0.06463132798671722,0.18519556508565982
qwen2_5_7b_instruct,person_father,991,743,248,0.3,0.4482910871505737,0.42291359795678046,0.47630251081366287,0.3993231480897859,0.3064516129032258,0.07697936272387695,0.05338891285688241,0.3451382820838498
qwen2_5_7b_instruct,person_mother,994,745,249,0.3,0.43654908537864684,0.40349536021071747,0.4620196324128371,0.38282102492192516,0.26104417670682734,0.07919860749091195,0.05852427220211964,0.2989068684770381
qwen2_5_7b_instruct,person_native_language,919,689,230,0.3,0.6586658000946045,0.6389947822560434,0.6778137485186259,0.6190745232528762,0.3391304347826087,0.058739225265749706,0.03881896626258241,0.3597326263372276
qwen2_5_7b_instruct,person_occupation,821,615,206,0.3,0.6280131101608276,0.5990813655181996,0.6558231457191355,0.5711216477380283,0.3300970873786408,0.08470149798110715,0.0567417802009359,0.3613621165634602
qwen2_5_7b_instruct,person_plays_instrument,513,384,129,0.3,0.6551030993461608,0.6303931234418884,0.674273069947958,0.6159172648007107,0.24806201550387597,0.05835580514724725,0.043879946506069634,0.2653289360423918
qwen2_5_7b_instruct,person_plays_position_in_sport,952,714,238,0.3,0.6447065114974976,0.6116463662195606,0.6715174089243383,0.580757484314548,0.3403361344537815,0.09075992460979032,0.05987104270477772,0.3736499582009938
qwen2_5_7b_instruct,person_plays_pro_sport,318,238,80,0.3,0.6312395334243774,0.6171863228082657,0.6503967668699182,0.6037856173097041,0.2875,0.04661114956021406,0.03321044406165252,0.30297021104466576
qwen2_5_7b_instruct,person_university,91,68,23,0.3,0.5404707133769989,0.49448089884675067,0.562332014242808,0.48430323153734206,0.13043478260869565,0.07802878270546593,0.06785111539605732,0.14833263368258537
qwen2_5_7b_instruct,pokemon_evolutions,44,33,11,0.3,0.48855981826782224,0.45777996561743994,0.4957873970270157,0.44933386974864536,0.18181818181818182,0.04645352727837032,0.03800743140957574,0.19691373556341335
qwen2_5_7b_instruct,product_by_company,522,391,131,0.3,0.5453989505767822,0.5147430717035104,0.57039321010763,0.474469945226845,0.4198473282442748,0.09592326488078501,0.05565013840411959,0.46523805462757534
qwen2_5_7b_instruct,star_constellation,362,271,91,0.3,0.5392261147499084,0.5013437074619335,0.5726512461900711,0.48125707683428914,0.21978021978021978,0.09139416935578198,0.07130753872813766,0.25104018435222264
qwen2_5_7b_instruct,substance_phase,50,37,13,0.3,0.5829303741455079,0.5738314115084134,0.6005492806434631,0.5658160507678985,0.23076923076923078,0.0347332298755646,0.0267178691350497,0.241513958200378
qwen2_5_7b_instruct,superhero_archnemesis,96,72,24,0.3,0.47866672873497007,0.4588209067781766,0.49620637568560516,0.427187048471891,0.4583333333333333,0.06901932721371418,0.037385468907428554,0.49567907396859073
qwen2_5_7b_instruct,superhero_person,100,75,25,0.3,0.5110373020172119,0.481614476442337,0.5353678209441048,0.46071039802498287,0.28,0.07465742291912197,0.05375334450176783,0.3112510051019968
qwen2_5_7b_instruct,task_done_by_person,32,24,8,0.3,0.4711214959621429,0.4393235072493553,0.4727902710437774,0.4345425409930093,0.125,0.03824773005076809,0.033466763794422094,0.13452224364340318
qwen2_5_7b_instruct,task_done_by_tool,52,39,13,0.3,0.4827767431735992,0.4283961539085095,0.5052220523357391,0.41442780873992224,0.15384615384615385,0.09079424359581689,0.07682589842722964,0.18143596500801776
qwen2_5_7b_instruct,verb_past_tense,76,57,19,0.3,0.5384469509124755,0.534405358527836,0.5497143013136727,0.5254751419027647,0.3684210526315789,0.02423915941090804,0.015308942785836721,0.37897509503746324
qwen2_5_7b_instruct,word_first_letter,241,180,61,0.3,0.6282994031906128,0.5645256804638221,0.6504557069979215,0.5256525732222057,0.3114754098360656,0.12480313377571584,0.08593002653409942,0.3588870531999991
qwen2_5_7b_instruct,word_last_letter,241,180,61,0.3,0.6207929432392121,0.5815566138165896,0.6425303995609284,0.5518133036974,0.32786885245901637,0.09071709586352839,0.06097378574433876,0.36224453435674325
qwen2_5_7b_instruct,word_sentiment,60,45,15,0.3,0.6161379337310791,0.5992432236671448,0.6351637959480285,0.5812829375267029,0.3333333333333333,0.05388085842132562,0.035920572280883745,0.3533144088311161
qwen2_5_7b_instruct,work_location,38,28,10,0.3,0.5531614661216736,0.48974033892154695,0.5600001215934753,0.4596290034907205,0.3,0.10037111810275484,0.0702597826719284,0.3430390007243309
