model_key,relation_key,metric,candidate_source,n_train,n_test_total,n_test_covered,coverage,num_candidates,hits@1,hits@10,mrr,mean_rank,median_rank,direction_norm
gemma_7b_it,adj_antonym,cosine,train,75,25,2,0.08,72,0.0,0.0,0.01695402298850575,59.0,60.0,38.486019134521484
gemma_7b_it,adj_comparative,cosine,train,51,17,3,0.17647058823529413,43,0.0,0.3333333333333333,0.09270725834193326,14.0,17.0,32.5128288269043
gemma_7b_it,adj_superlative,cosine,train,60,20,1,0.05,60,0.0,1.0,0.125,8.0,8.0,34.06837844848633
gemma_7b_it,company_ceo,cosine,train,223,75,6,0.08,220,0.3333333333333333,0.3333333333333333,0.3521662990053795,37.166666666666664,33.0,18.236766815185547
gemma_7b_it,company_hq,cosine,train,505,169,146,0.863905325443787,141,0.18493150684931506,0.410958904109589,0.2779283634639169,26.116438356164384,17.0,33.673336029052734
gemma_7b_it,landmark_in_country,cosine,train,627,209,197,0.9425837320574163,79,0.116751269035533,0.49746192893401014,0.22014477501135146,19.263959390862944,11.0,44.4102897644043
gemma_7b_it,landmark_on_continent,cosine,train,710,237,237,1.0,5,0.7426160337552743,1.0,0.8371308016877638,1.5147679324894514,1.0,38.043724060058594
gemma_7b_it,object_superclass,cosine,train,57,19,18,0.9473684210526315,9,0.7777777777777778,1.0,0.837037037037037,1.7777777777777777,1.0,44.099483489990234
gemma_7b_it,occupation_age,cosine,train,33,12,12,1.0,2,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.0,43.471458435058594
gemma_7b_it,person_father,cosine,train,743,248,6,0.024193548387096774,727,0.0,0.16666666666666666,0.08964674398398283,201.0,254.0,25.215166091918945
gemma_7b_it,person_mother,cosine,train,745,249,16,0.0642570281124498,729,0.0625,0.25,0.1090184024622498,248.75,139.0,22.030179977416992
gemma_7b_it,person_native_language,cosine,train,689,230,225,0.9782608695652174,27,0.6622222222222223,0.9733333333333334,0.7438444148444145,2.448888888888889,1.0,44.724544525146484
gemma_7b_it,person_occupation,cosine,train,615,206,204,0.9902912621359223,29,0.3382352941176471,0.8627450980392157,0.506868827801209,5.529411764705882,2.0,43.50857925415039
gemma_7b_it,person_plays_instrument,cosine,train,384,129,129,1.0,6,0.4108527131782946,1.0,0.6524547803617571,1.945736434108527,2.0,42.36960220336914
gemma_7b_it,person_plays_position_in_sport,cosine,train,714,238,237,0.9957983193277311,13,0.4219409282700422,0.8312236286919831,0.5778746335708356,4.122362869198312,2.0,34.94256591796875
gemma_7b_it,person_plays_pro_sport,cosine,train,238,80,80,1.0,5,0.575,1.0,0.7054166666666669,2.1375,1.0,43.29558181762695
gemma_7b_it,person_university,cosine,train,68,23,5,0.21739130434782608,52,0.2,0.6,0.2901111111111111,16.2,8.0,27.718868255615234
gemma_7b_it,pokemon_evolutions,cosine,train,33,11,0,0.0,33,nan,nan,nan,nan,nan,26.39432144165039
gemma_7b_it,product_by_company,cosine,train,391,131,129,0.9847328244274809,28,0.2868217054263566,0.7441860465116279,0.4723295357976855,6.875968992248062,2.0,34.755859375
gemma_7b_it,star_constellation,cosine,train,271,91,87,0.9560439560439561,28,0.2413793103448276,0.5862068965517241,0.3499352339869581,8.517241379310345,8.0,35.99850845336914
gemma_7b_it,substance_phase,cosine,train,37,13,13,1.0,3,0.5384615384615384,1.0,0.7564102564102565,1.5384615384615385,1.0,44.08469009399414
gemma_7b_it,superhero_archnemesis,cosine,train,72,24,3,0.125,69,0.3333333333333333,1.0,0.48333333333333334,3.3333333333333335,4.0,24.871849060058594
gemma_7b_it,superhero_person,cosine,train,75,25,0,0.0,75,nan,nan,nan,nan,nan,26.719717025756836
gemma_7b_it,task_done_by_tool,cosine,train,39,13,0,0.0,38,nan,nan,nan,nan,nan,34.48378372192383
gemma_7b_it,verb_past_tense,cosine,train,57,19,0,0.0,57,nan,nan,nan,nan,nan,38.55455780029297
gemma_7b_it,word_first_letter,cosine,train,180,61,61,1.0,25,0.26229508196721313,0.6885245901639344,0.4248647675679036,6.278688524590164,4.0,40.63949203491211
gemma_7b_it,word_last_letter,cosine,train,180,61,61,1.0,18,0.21311475409836064,0.819672131147541,0.3667283081217506,6.0,5.0,41.93606948852539
gemma_7b_it,word_sentiment,cosine,train,45,15,15,1.0,3,0.4,1.0,0.6333333333333334,2.0,2.0,47.03191375732422
