model_key,relation_key,metric,candidate_source,n_train,n_test_total,n_test_covered,coverage,num_candidates,hits@1,hits@10,mrr,mean_rank,median_rank,direction_norm
gemma_7b_it,adj_antonym,euclidean,train,75,25,2,0.08,72,0.0,0.0,0.017095265926358856,58.5,59.0,38.486019134521484
gemma_7b_it,adj_comparative,euclidean,train,51,17,3,0.17647058823529413,43,0.3333333333333333,1.0,0.4142857142857143,6.0,7.0,32.5128288269043
gemma_7b_it,adj_superlative,euclidean,train,60,20,1,0.05,60,0.0,0.0,0.03571428571428571,28.0,28.0,34.06837844848633
gemma_7b_it,company_ceo,euclidean,train,223,75,6,0.08,220,0.0,0.16666666666666666,0.02977185024759652,104.16666666666667,134.0,18.236766815185547
gemma_7b_it,company_hq,euclidean,train,505,169,146,0.863905325443787,141,0.2054794520547945,0.4383561643835616,0.28316084193441776,25.164383561643834,15.0,33.673336029052734
gemma_7b_it,landmark_in_country,euclidean,train,627,209,197,0.9425837320574163,79,0.10152284263959391,0.49238578680203043,0.22074736314374688,18.751269035532996,11.0,44.4102897644043
gemma_7b_it,landmark_on_continent,euclidean,train,710,237,237,1.0,5,0.7426160337552743,1.0,0.8441631504922645,1.459915611814346,1.0,38.043724060058594
gemma_7b_it,object_superclass,euclidean,train,57,19,18,0.9473684210526315,9,0.8333333333333334,1.0,0.8611111111111112,1.8333333333333333,1.0,44.099483489990234
gemma_7b_it,occupation_age,euclidean,train,33,12,12,1.0,2,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.0,43.471458435058594
gemma_7b_it,person_father,euclidean,train,743,248,6,0.024193548387096774,727,0.0,0.16666666666666666,0.04357321319003251,178.0,145.0,25.215166091918945
gemma_7b_it,person_mother,euclidean,train,745,249,16,0.0642570281124498,729,0.0,0.0,0.003801901308286726,443.0625,597.0,22.030179977416992
gemma_7b_it,person_native_language,euclidean,train,689,230,225,0.9782608695652174,27,0.6622222222222223,0.9777777777777777,0.7482830829301415,2.3466666666666667,1.0,44.724544525146484
gemma_7b_it,person_occupation,euclidean,train,615,206,204,0.9902912621359223,29,0.3382352941176471,0.8627450980392157,0.5097447535997566,5.28921568627451,2.0,43.50857925415039
gemma_7b_it,person_plays_instrument,euclidean,train,384,129,129,1.0,6,0.4108527131782946,1.0,0.6524547803617571,1.945736434108527,2.0,42.36960220336914
gemma_7b_it,person_plays_position_in_sport,euclidean,train,714,238,237,0.9957983193277311,13,0.4219409282700422,0.9915611814345991,0.5920935253213733,3.2236286919831225,2.0,34.94256591796875
gemma_7b_it,person_plays_pro_sport,euclidean,train,238,80,80,1.0,5,0.525,1.0,0.6918750000000002,2.1125,1.0,43.29558181762695
gemma_7b_it,person_university,euclidean,train,68,23,5,0.21739130434782608,52,0.0,0.4,0.08813897488820088,22.4,17.0,27.718868255615234
gemma_7b_it,pokemon_evolutions,euclidean,train,33,11,0,0.0,33,nan,nan,nan,nan,nan,26.39432144165039
gemma_7b_it,product_by_company,euclidean,train,391,131,129,0.9847328244274809,28,0.3488372093023256,0.7906976744186046,0.5029983942674419,6.775193798449612,2.0,34.755859375
gemma_7b_it,star_constellation,euclidean,train,271,91,87,0.9560439560439561,28,0.22988505747126436,0.8275862068965517,0.37593572975071854,6.954022988505747,5.0,35.99850845336914
gemma_7b_it,substance_phase,euclidean,train,37,13,13,1.0,3,0.5384615384615384,1.0,0.7564102564102565,1.5384615384615385,1.0,44.08469009399414
gemma_7b_it,superhero_archnemesis,euclidean,train,72,24,3,0.125,69,0.3333333333333333,0.6666666666666666,0.39701897018970195,16.0,6.0,24.871849060058594
gemma_7b_it,superhero_person,euclidean,train,75,25,0,0.0,75,nan,nan,nan,nan,nan,26.719717025756836
gemma_7b_it,task_done_by_tool,euclidean,train,39,13,0,0.0,38,nan,nan,nan,nan,nan,34.48378372192383
gemma_7b_it,verb_past_tense,euclidean,train,57,19,0,0.0,57,nan,nan,nan,nan,nan,38.55455780029297
gemma_7b_it,word_first_letter,euclidean,train,180,61,61,1.0,25,0.14754098360655737,0.8360655737704918,0.37335267191824567,6.065573770491803,4.0,40.63949203491211
gemma_7b_it,word_last_letter,euclidean,train,180,61,61,1.0,18,0.21311475409836064,0.819672131147541,0.3777481465282814,5.426229508196721,5.0,41.93606948852539
gemma_7b_it,word_sentiment,euclidean,train,45,15,15,1.0,3,0.4666666666666667,1.0,0.6666666666666669,1.9333333333333333,2.0,47.03191375732422
